created_at,query,statuses_count,followers_count,friends_count,user_location,full_text,cleaned,class
Sun Feb 20 16:41:43 +0000 2022,SurvivorAU,13606,257,1943,Australia,"Man, Sam and Jesse have been through a lot—from Sophie blindside to Ben.

Jordie was smart; very strategic.

Don't be a power couple, Shay and Ben.

KJ (🥰) and Sophie—shifters haha.

Nina, too early to leave the game.

Rooting for Jesse and KJ! 💪🏼

 #SurvivorAU 🤯",man sam jesse sophie blindside ben jordie smart strategic power couple shay ben haha nina early leave game rooting jesse,0
Sun Feb 20 16:37:57 +0000 2022,SurvivorAU,15914,6007,611,Australia,Spoiler: Nina deserved better to go out like that. Is there even any point to watching now? 😭 #SurvivorAU,spoiler nina deserved better like even point watching,0
Sun Feb 20 16:54:50 +0000 2022,SurvivorAU,8115,658,525,Usa,"The way @samanthagash says, “All the big boys,” on last nights @Survivor_AU is my new walking around vibe. #SurvivorAU",way say big boy last night new walking around vibe,0
Sun Feb 20 16:47:29 +0000 2022,SurvivorAU,81096,4193,607,Usa,#SurvivorAU Ep 10: We need to teach a class in what it means to flush an idol. Hint: It doesn’t mean throwing a couple votes that person’s way when they know they aren’t the target. 🤦🏻‍♂️ This tribe STILL hasn’t figured that out.,need teach class mean flush idol hint mean throwing couple vote person way know target tribe still figured,-1
Sun Feb 20 16:47:29 +0000 2022,SurvivorAU,81096,4193,607,Usa,#SurvivorAU Ep 10: There was SO MUCH talk about Jesse’s plan and Ben being a threat and definitely going that it just added to knowing it would be a non-elimination Tribal. But at least I enjoyed the way it was handled by production.,much talk jesse plan ben threat definitely going added knowing would tribal least enjoyed way handled production,1
Sun Feb 20 16:47:29 +0000 2022,SurvivorAU,81096,4193,607,Usa,"#SurvivorAU Ep 10: As soon as Nina left, I wondered what twist would keep someone in the game this ep. As soon as Jonathan said winning tribe would get advantage, I knew it would be another fake Tribal. Did ANYONE on the show catch on to that? Seems not given the blindside.",soon nina left wondered twist would keep someone game soon jonathan said winning tribe would get advantage knew would another fake tribal anyone show catch seems given blindside,-1
Sun Feb 20 16:47:28 +0000 2022,SurvivorAU,81096,4193,607,Usa,"#SurvivorAU Ep 10: When I saw the promo for @Nina_UnTwined getting injured at the end of Ep. 9, I figured it was a standard #Survivor misdirect. Damn them!! 😡",saw promo getting injured end figured standard misdirect damn,-1
Sun Feb 20 16:47:28 +0000 2022,SurvivorAU,81096,4193,607,Usa,"#SurvivorAU Ep 10: The most obvious thing I want to say is: NOOOOOO! So sad to see @Nina_UnTwined go out this way! And see, THIS is why @SandraDTwine hates challenges! Just glad @JLa_Paglia said we’ll see her again! We’re gonna hold you to that!",obvious thing want say noooooo sad see way see hate challenge glad said see gon hold,-1
Sun Feb 20 16:47:28 +0000 2022,SurvivorAU,81096,4193,607,Usa,#SurvivorAU Episode 10 thoughts (SPOILERS) coming your way right now! (Some Australian tweeters may have already said a couple of these things but I’m gonna say ’em anyway.),episode thought spoiler coming way right australian tweeter may already said couple thing gon say anyway,0
Sun Feb 20 17:04:49 +0000 2022,SurvivorAU,17306,12389,440,Usa,"I love how in the US version of #Survivor by day 26 people are falling apart mentally and physically and on #SurvivorAU there's still 40 people left, 3 people have been eliminated but returned, challenges are just people beating the shit out of each other and the host laughs.",love version day people falling apart mentally physically still people left people eliminated returned challenge people beating shit host laugh,1
Sun Feb 20 17:43:50 +0000 2022,SurvivorAU,17217,333,542,Usa,"#SurvivorAU e.10
Tough exit for Nina 😩  
Lovely seeing how the others sincerely liked &amp; respected her 
Nina was truly a joy to watch &amp; hope to see her again on Survivor

Tribal was pretty fun, eh? 😃",tough exit nina lovely seeing others sincerely liked amp respected nina truly joy watch amp hope see survivor tribal pretty fun,1
Sun Feb 20 17:50:02 +0000 2022,SurvivorAU,575,216,833,Usa,"aus survivor editors are DISGUSTING. I mean they literally just cant edit, point blank periodt. #survivorAU @Survivor_AU https://t.co/fRD3aEiYE8",survivor editor disgusting mean literally cant edit point blank periodt,-1
Sun Feb 20 18:17:29 +0000 2022,SurvivorAU,3089,908,989,Ireland,On the bright side atleast Nina is guaranteed a spot on another season and if Jeff Probst is smart he'll get her on the US version as well so hopefully we'll be seeing a lot more of her in the future #SurvivorAU,bright side atleast nina guaranteed spot another season jeff probst smart get version well hopefully seeing lot future,1
Sun Feb 20 18:15:29 +0000 2022,SurvivorAU,14477,298,1272,Australia,"I feel so bad for Nina. She was positioned so well in the game, she had a great shot to win. I'd love to see them bring her on a @survivorcbs season. #SurvivorAU #Survivor",feel bad nina positioned well game great shot win love see bring season,1
Sun Feb 20 18:37:51 +0000 2022,SurvivorAU,33955,3528,890,Usa,"#SurvivorAU Ep10's was perhaps the best non-elimination yet, because everyone on Water expected it to be a repeat of the Sophie vote, only for it to not be, and then the Blood v Water element changed the calculations for Blood. You knew Jesse's blindside would fail, but not how.",perhaps best yet everyone water expected repeat sophie vote blood water element changed calculation blood knew jesse blindside would fail,1
Sun Feb 20 18:33:54 +0000 2022,SurvivorAU,8882,1387,482,Usa,Honestly after this episode I don’t think I can handle losing Croc or Chrissy this week #SurvivorAU https://t.co/Z6DcPrwZvG,honestly episode think handle losing croc chrissy week,1
Sun Feb 20 19:44:31 +0000 2022,SurvivorAU,1586,70,110,Usa,"My Australian Survivor season ranking: 2 4 6 3 1 5 
My Star Trek movie ranking: 2 4 6 3 1 5
Coincidence? I think not!

#SurvivorAU @AMikeBloomType",australian survivor season ranking star trek movie ranking coincidence think,0
Sun Feb 20 19:37:53 +0000 2022,SurvivorAU,1197,288,138,Australia,"The water they are landing in after the slide looks way too shallow, I’m not surprised Nina got hurt #SurvivorAU",water landing slide look way shallow surprised nina got hurt,-1
Sun Feb 20 19:33:52 +0000 2022,SurvivorAU,28032,394,265,Australia,Nina has now actually taken Sandra’s season 2 crown for only Diaz Twine to have played and never been voted out. #SurvivorAU,nina actually taken sandra season crown diaz twine played never voted,1
Sun Feb 20 19:31:24 +0000 2022,SurvivorAU,89585,16180,1639,Australia,Princess Nina’s sad departure from AUSTRALIAN SURVIVOR BLOOD V WATER https://t.co/YKNnvyZ4dL,princess nina sad departure australian survivor blood water,-1
Sun Feb 20 19:51:39 +0000 2022,SurvivorAU,16813,1094,435,Usa,"At least Jonathan did the Tj Lavin and made sure Nina knows she will be back, because of course #SurvivorAU",least jonathan lavin made sure nina know back course,1
Sun Feb 20 19:50:32 +0000 2022,SurvivorAU,16813,1094,435,Usa,"Universe, explain yourself!!! At least, Nina was given her flowers for being an absolute triple threat #SurvivorAU",universe explain least nina given flower absolute triple threat,1
Sun Feb 20 19:50:15 +0000 2022,SurvivorAU,33959,3528,890,Usa,"#SurvivorAU This was also the first episode where the coronation edit slipped a bit for Sam and Mark. One made a major misplay (and could be a target soon), the other enthusiastically backed a plan only a fraction of the tribe was really on board with. Let's see how they recover.",also first episode coronation edit slipped bit sam mark one made major misplay could target soon enthusiastically backed plan fraction tribe really board let see recover,1
Sun Feb 20 19:45:51 +0000 2022,SurvivorAU,16813,1094,435,Usa,What the actual hell??? The way Nina was winning and had amazing social relationships with both tribes. #SurvivorAU,actual hell way nina winning amazing social relationship tribe,1
Sun Feb 20 20:10:23 +0000 2022,SurvivorAU,4287,153,51,Australia,"@Survivor_AU A fit Nina could have easily gone all the way. We may not see all the edits, but what i saw was enough. 🏆🎯🏆 #SurvivorAU",fit nina could easily gone way may see edits saw enough,1
Mon Mar 07 12:12:29 +0000 2022,Eurovision,27424,286,289,France,"The song chosen to represent France at the #Eurovision,not in french but in breton💜 feminist song💪 tell me what you think...curious😉

https://t.co/IcDRfBeAq2",song chosen represent france french feminist tell think,0
Mon Mar 07 12:10:53 +0000 2022,Eurovision,73329,17007,1030,England,@Tfoch Not sure that many people have played the New Seekers' Eurovision entry since then,sure many people played new seeker entry since,0
Mon Mar 07 12:02:52 +0000 2022,Eurovision,79,0,5,Germany,"💙💛 UKRAINE... Winner Eurovision Song Contest 14 May 2022,
Kalush Orcherstra ""Stefania"". https://t.co/O3dRDCkqVo",ukraine winner song contest may kalush orcherstra stefania,1
Mon Mar 07 12:01:39 +0000 2022,Eurovision,2705,507,493,England,Sorry but if we’d sent Cheryl to Eurovision in 2009 when this song exploded we could’ve actually had a decent score for once ffs https://t.co/0njGTPf3GS,sorry sent cheryl song exploded could actually decent score ffs,1
Mon Mar 07 12:00:21 +0000 2022,Eurovision,3283,133,226,Turkey,"I want a relatively young, black woman as the Eurovision commentator. At least a woman. Is it too much to ask",want relatively young black woman commentator least woman much ask,-1
Mon Mar 07 11:59:41 +0000 2022,Eurovision,15359,870,805,England,i need the uk indie kids to somehow adopt their eurovision participation we could have it so good,need indie kid somehow adopt participation could good,1
Mon Mar 07 11:58:12 +0000 2022,Eurovision,5953,276,826,England,"I’m sorry but I’m sick of certain Eurovision fans always being negative…. Especially when some of those where in a group chat that where “stans” of the very act and song that got the UK a double nul point ….??? 
Or maybe yous where doing that for attention…? #Eurovision2022",sorry sick certain fan always especially group chat stans act song got double nul point maybe yous,-1
Mon Mar 07 11:58:05 +0000 2022,Eurovision,5979,573,845,England,i feel like these type of EDM-y songs that u would hear at a festival are becoming a eurovision basic. it’s not bad🤷🏻‍♀️ https://t.co/IvUEuwtMTZ,feel like type song would hear festival becoming basic,0
Mon Mar 07 11:57:23 +0000 2022,Eurovision,1431,327,489,England,I cannot wait for Scotland to become independent and for us to win Eurovision in our debut year,wait scotland become independent win debut year,1
Mon Mar 07 11:56:00 +0000 2022,Eurovision,65150,580,1692,England,"What are we making of this spaceman song? Seems tacky too me. Can’t imagine it is actually our song for #Eurovision 
@bbceurovision",making spaceman song seems tacky imagine actually song,1
Mon Mar 07 11:55:11 +0000 2022,Eurovision,161600,2816,1231,Lithuania,"until Ben Dolic gets a second chance, this is the last time a Slovenian has successfully represented Germany in Eurovision so far https://t.co/3iUXkb4oBS",ben dolic get second chance last time slovenian successfully represented germany far,1
Mon Mar 07 11:54:15 +0000 2022,Eurovision,161600,2816,1231,Lithuania,albi wake up you're beating actual eurovision acts in the spotify charts!!! and people want you in there too!!! do you even realize all of this!!!,albi wake beating actual act spotify chart people want even realize,1
Mon Mar 07 11:53:58 +0000 2022,Eurovision,532,82,423,Australia,"@Eurovision This song is sharing very powerful message, lyrics are amazing, hopefully google translate  did a good job . It’s different than the others , pointing on mental health issues, social issues , probably Covid as well .I love it because is so different and it’s  real art",song sharing powerful message lyric amazing hopefully google translate good job different others pointing mental health issue social issue probably covid well love different real art,1
Mon Mar 07 11:50:40 +0000 2022,Eurovision,20089,14394,5057,England,"Sweden: Melodifestivalen 2022 Grand Final running order unveiled 
https://t.co/e26zkZa2Fa #eurovision #sweden",sweden melodifestivalen grand final running order unveiled,0
Mon Mar 07 11:49:04 +0000 2022,Eurovision,12082,1020,647,Serbia,"@chaka_raka_ Konstraktra blew us away all ""eurovision packages"" we had seemed so seen already she gave us something fresh and won. But Not sure how europe will responed. Thank you for support.",konstraktra blew away package seemed seen already gave something fresh sure europe responed thank support,1
Mon Mar 07 11:45:55 +0000 2022,Eurovision,4188,182,505,India,@actualmontaigne That's probably one reason why you did Eurovision and I have barely over $100 sales on Bandcamp and zero streams 😅,probably one reason barely sale bandcamp zero stream,0
Mon Mar 07 11:41:14 +0000 2022,Eurovision,4216,71,153,Australia,"@taylorjay_z Join a Eurovision fan club. They will probably get even more hyped about Eurovision than you do.
Don't ever let anybody make you feel like rubbish. Eurovision isn't for everybody ... just the best people 😉",join fan club probably get even hyped ever let anybody make feel like rubbish everybody best people,0
Mon Mar 07 11:40:56 +0000 2022,Eurovision,76018,6208,1644,Australia,"Not mad about this running order - good slot for Cornelia and I’m not bothered about Klara’s death slot - like her as an artist but this song is bad and the performance looks cheap, not a potential Eurovision winner at all for me. https://t.co/CcXqQzX8Fa",mad running order good slot cornelia bothered klara death slot like artist song bad performance look cheap potential winner,-1
Mon Mar 07 11:37:53 +0000 2022,Eurovision,198,197,317,Usa,@ralfer @AlonZivony @chrisdc77 This is stupid n cruel for all the reasons you mention but also the equivalency of academic journals to the Olympics or Eurovision makes me seriously concerned about academia’s delusion over the size of our audience,stupid cruel reason mention also equivalency academic journal olympics make seriously concerned academia delusion size audience,-1
Mon Mar 07 11:32:57 +0000 2022,Eurovision,5153,222,534,Usa,@medodesebi It really sounds like a song which wouldn't do too well at Eurovision but you could hear in the Supermarket for the next ten years after...,really sound like song would well could hear supermarket next ten year,-1
Mon Mar 07 11:23:33 +0000 2022,Eurovision,13327,3467,3302,England,Phenomenal singer…but needs a bigger song. It’s very much something we’d have seen at You Decide. No hate at all but it’s not coming for Brividi. #Eurovision https://t.co/SScpNABZbF,phenomenal need bigger song much something seen decide hate coming brividi,-1
Mon Mar 07 11:19:47 +0000 2022,Eurovision,11759,1385,1803,England,Can people stop using ‘oh x UK Eurovision song will only get 20+ points this year’ as a negative take? We literally got 0 last year anything is an improvement. It’s not the criticism you think it is 😭,people stop using song get point year negative take literally got last year anything improvement criticism think,0
Mon Mar 07 11:18:53 +0000 2022,Eurovision,141,1,13,India,"@storymaan @LoopRita @Eurovision Another record this queen made, reaching top #1 in @Genius , and trending in youtube in 16 countries so far.

Not like the flopass queen LOL https://t.co/Xd2NsafeLp",another record queen made reaching top trending youtube country far like flopass queen lol,1
Mon Mar 07 11:17:16 +0000 2022,Eurovision,199540,9880,1306,England,"Should the song make the final, in a country where most watch Eurovision without subtitles, I expect Graham Norton to make a joke about the silly song where the Serbian lady stares at you while washing her hands repeatedly. Well, she has good reason to do so.",song make final country watch without subtitle expect graham norton make joke silly song serbian lady stare washing hand repeatedly well good reason,0
Mon Mar 07 11:16:42 +0000 2022,Eurovision,12570,828,1556,Australia,@shane25873 What a champ. He’s our representative for Eurovision Dumbest Person contest. Best a stellar field all of whom work for Sky/Murdoch.,champ representative dumbest person contest best stellar field work,-1
Mon Mar 07 12:26:54 +0000 2022,Eurovision,591,42,243,Australia,"My reviews of the second semi-final of Portugal's Festival da Canção. I listen to a fairly broad selection of music, but some of those tracks really challenged my boundaries (not necessarily in a good way). #Eurovision2022 #Eurovision 

https://t.co/gMHjCjz9tB",review second portugal festival canção listen fairly broad selection music track really challenged boundary necessarily good way,0
Mon Mar 07 12:24:05 +0000 2022,Eurovision,734,5007,476,Ireland,"This Ukrainian entry from @Eurovision 2016 has been going around in my head for ages now. It won over the favourite Russia, and its lyrics couldn't be more apt today. Also the stage graphics/art are as striking and beautiful as the performance. 🎼🇺🇦  https://t.co/xQclgXi2yD",ukrainian entry going around head age favourite russia lyric could apt today also stage striking beautiful performance,1
Mon Mar 07 12:21:23 +0000 2022,Eurovision,15225,385,326,Usa,"Good voice. Attractive guy. Passionate. We need to shake the cheesy out of this though. There is a sliver of 2018 potential, but it needs a lot of work. Best pick for Germany from this years lineup, but it needs some TLC to make it work at Eurovision. https://t.co/esrYGAdkbD",good voice attractive guy passionate need shake cheesy though sliver potential need lot work best pick germany year lineup need tlc make work,1
Mon Mar 07 12:19:04 +0000 2022,Eurovision,1882,11,8,Usa,"@jlannister @papenburg_g @Alideuxmachina @ragipsoylu why is israel in eurovision in the first place? I know I'm not the best in geography. Also, is there a preferred language for the singers",israel first place know best geography also preferred language singer,0
Mon Mar 07 12:17:03 +0000 2022,Eurovision,8515,228,583,Israel,@Nunnie3001 @papenburg_g @Alideuxmachina @ragipsoylu in Israel there's a song contest and the winner of that contest is sent to the eurovision - I think this year it's Israeli X Factor. Each country has its own committee and their own method.,israel song contest winner contest sent think year israeli factor country committee method,0
Mon Mar 07 12:13:26 +0000 2022,Eurovision,48095,2589,1419,England,"Caught up with most the weekends selections. Well done Denmark. Much better. France and Romania, go to your room. Must do better. #Eurovision",caught weekend selection well done denmark much better france romania room must better,0
Mon Mar 07 12:37:20 +0000 2022,Eurovision,83,8,31,Ireland,@taylorjay_z Yeah people here would criticise for Eurovision but would sit and watch a bunch of airheads on an island get on like immature morons. Don’t let British people make you feel bad because they have zero taste when it comes to entertainment. Same for Irish people.,yeah people would criticise would sit watch bunch airhead island get like immature moron let british people make feel bad zero taste come entertainment irish people,-1
Mon Mar 07 12:31:52 +0000 2022,Eurovision,6389,873,284,France,"it's generally not the type of songs i like at eurovision but this one has got something for me? i can't really say why I like it that much

https://t.co/bqBeBX5tMj",generally type song like one got something really say like much,1
Mon Mar 07 12:56:44 +0000 2022,Eurovision,15233,385,326,England,"Love this song. Not my Sanremo winner, but just like every year the Sanremo lineup was killer and almost every song would’ve done well in Eurovision. Stunning composition, cute energy between Mahmood and Blanco, this could win Eurovision. https://t.co/41WJdYiOll",love song sanremo winner like every year sanremo lineup killer almost every song would done well stunning composition cute energy mahmood blanco could win,1
Mon Mar 07 12:47:49 +0000 2022,Eurovision,85,8,31,Ireland,@taylorjay_z My partner and I are obsessed. We follow it from September lol. All my friends know I’m mad about it. They judge or just aren’t interested but I always throw a Eurovision party and they always come. Lmao even as much as put a fiver in for a country to win. Lol,partner obsessed follow september lol friend know mad judge interested always throw party always come lmao even much put fiver country win lol,1
Mon Mar 07 12:45:00 +0000 2022,Eurovision,1029,95,249,France,"Access to #performance teams numbers shouldn't be a time consuming task.

Consider the value of Data Visualization! Just like Eurovision, #DataViz gives you a quick preview of which country is more likely to win the singing contest! 

Check out the link: https://t.co/wjo2sD17KX",access team number time consuming task consider value data visualization like give quick preview country likely win singing contest check link,0
Mon Mar 07 13:12:16 +0000 2022,Eurovision,70947,692,405,England,"@francesdyer It’s not a bad song at all, it’s acc good, but I don’t think it will translate well for Eurovision? Hopefully he has something new and it’s memorable. I’m just sick of coming last with sub par songs 😂😂",bad song acc good think translate well hopefully something new memorable sick coming last sub par song,1
Mon Mar 07 12:59:17 +0000 2022,Eurovision,15239,385,326,England,"I like the song. The UVPSM performance was a bit rocky, but knowing Achille he’s going to pull out all the stops on the Eurovision stage and I can’t wait. https://t.co/b8ETCS8wl2",like song uvpsm performance bit rocky knowing achille going pull stop stage wait,1
Mon Mar 07 13:19:52 +0000 2022,Eurovision,285167,5987,4301,England,Is it too early to say Ukraine are almost certainly going to win Eurovision this year,early say ukraine almost certainly going win year,1
Mon Mar 07 13:40:43 +0000 2022,Eurovision,2614,25,385,Malta,"@escvazhil Emma Muscat has quite a big name in Italy so that's why she won. All of us already knew she was going to Eurovision the second we heard that ESC was going to be held in Italy, so Malta ESC was practically a waste of time and money.
I feel bad for Aiden, though. Such a good song..",emma muscat quite big name italy already knew going second heard esc going held italy malta esc practically waste time money feel bad aiden though good song,0
Mon Mar 07 13:35:53 +0000 2022,Eurovision,11746,748,653,England,"Sam Ryder looking at twitter, with us all thinking he's going to Eurovision with Space Man https://t.co/jsNglts7cQ",sam ryder looking twitter thinking going space man,0
Mon Mar 07 13:29:13 +0000 2022,Eurovision,888,248,117,Australia,"This is the most beautiful song of 2022. A testament to the human spirit, to peace and freedom! Sweden… you can win #eurovision with Anders Bagge- remember that this Saturday night! https://t.co/cLaq7RXIVh",beautiful song testament human spirit peace freedom win anders remember saturday night,1
Mon Mar 07 13:48:13 +0000 2022,Eurovision,938,48,114,Australia,"@_circleoflight_ Sweden to send a female singer after 8 years and win eurovision on 10th anniversary of Euphoria. Again , with a solo female artist #HoldMeCloser",sweden send female singer year win anniversary euphoria solo female artist,1
Mon Mar 07 14:04:24 +0000 2022,Eurovision,12127,1762,4644,England,Loving seeing everyone slowly join the Serbia hype train #eurovision,loving seeing everyone slowly join serbia hype train,1
Mon Mar 07 14:02:23 +0000 2022,Eurovision,30,0,79,England,"@esc_charts The majority of French people still don't ""get"" Eurovision. I actually don't think they ever will…",majority french people still get actually think ever,-1
Mon Mar 07 14:01:22 +0000 2022,Eurovision,10751,816,584,Mexico,Yesterday i went back and watched Il Volo in Eurovision 2015 and i'm still mad my boys DESERVED TO WIN,yesterday went back watched volo still mad boy deserved win,-1
Mon Mar 07 14:22:03 +0000 2022,Eurovision,48096,2589,1418,England,Nah Serbia. I swear Europe is trolling me with these national final selections. #Eurovision,nah serbia swear europe trolling national final selection,-1
Mon Mar 07 14:20:04 +0000 2022,Eurovision,4006,15967,972,Sweden,Where do I buy stock in things like “Cornelia Jakobs would win Eurovision but Swedes choose Anders Bagge and he finishes in 22nd place?” #VerySpecificTweet #melodifestivalen,buy stock thing like cornelia jakobs would win swede choose anders bagge finish place,0
Mon Mar 07 14:42:27 +0000 2022,Eurovision,8705,1609,1502,Netherlands,"This is not the song, he announced it already 2 weeks ago. Eurovision candidates never announce a song prior the announcement https://t.co/tKONYoGnw6 https://t.co/DzqtOurTJk",song announced already week ago candidate never announce song prior announcement,0
Mon Mar 07 14:31:35 +0000 2022,Eurovision,41977,1894,4986,England,How many of these are actually unfriendly opponents and how many like San Marino are just Eurovision threats? https://t.co/h390Vh0WgR,many actually unfriendly opponent many like san marino threat,-1
Mon Mar 07 14:53:08 +0000 2022,Eurovision,1629,20,75,England,@davetriff Maybe the amount of refugees a country accepts is in direct corolation to the points they recieve in the Eurovision song contest 🤔😉,maybe amount refugee country accepts direct corolation point recieve song contest,0
Mon Mar 07 14:51:57 +0000 2022,Eurovision,13067,339,150,Belarus,"this song is a type of songs that you can either like or hate the most. i quite like this one, yet still having mixed feelings about it. but achille is finally going to eurovision so good for him!! https://t.co/LTO1udmtnw",song type song either like hate quite like one yet still mixed feeling achille finally going good,0
Mon Mar 07 15:11:53 +0000 2022,Eurovision,4904,340,323,England,"ok KONSTANTA is trending nearly everywhere 😳😳😳 this means either
a) the serbian diaspora made it happen
b) her song is a world wide hit and is gonna win eurovision
😳😳😳😳😳😳😳😳😳😳😳😳",konstanta trending nearly everywhere mean either serbian diaspora made happen song world wide hit gon win,1
Mon Mar 07 15:11:06 +0000 2022,Eurovision,47,6,13,England,@domenicpng Loreen Statements in 2017 is probably the biggest crime ever... Loreen could have literally won Eurovision again. Keino with monument in 2021 really hurt me too.,loreen statement probably biggest crime ever loreen could literally keino monument really hurt,-1
Mon Mar 07 15:07:30 +0000 2022,Eurovision,64024,1314,4927,England,"@life_of_niksi One of the people who was in the running to represent Australia for Eurovision is an immigration lawyer.

Music doesn't pay the rent even for the most well-connected lmao.",one people running represent australia immigration lawyer music pay rent even lmao,0
Mon Mar 07 15:04:03 +0000 2022,Eurovision,3865,267,105,England,maybe the israeli gay clubs won’t like this but he’s still going to win eurovision with the help of my VPN https://t.co/0sa1ecAqZm,maybe israeli gay club like still going win help vpn,0
Mon Mar 07 15:29:04 +0000 2022,Eurovision,28640,323,588,England,@idrillo @realadamqureshi @KyivIndependent It is. Putin wanted to win the Eurovision song contest every year in the agreement.,putin wanted win song contest every year agreement,0
Mon Mar 07 15:42:27 +0000 2022,Eurovision,36391,933,1389,England,"@kejamieson_ Fantastic. No other way to describe ABBA 
As good today as they were during that Eurovision Song Contest when we first got to see them xx",fantastic way describe abba good today song contest first got see,1
Mon Mar 07 15:59:38 +0000 2022,Eurovision,4064,98,767,England,"#RnRSong2022 @RnRRugby 

Day 7: An act you discovered in 2021

Gotta be from Eurovision, most people probably would go with Måneskin, and they’re great, but I like this.

https://t.co/epIMEzgOoq",day act discovered got people probably would måneskin great like,1
Mon Mar 07 16:11:34 +0000 2022,Eurovision,6642,290,827,England,"[Prompt #02]
🎶 ""Fairytale""
🎤 Alexander Rybak

One of the current work in progress for #Kazuoke is to make a Eurovision special. This is one of them 😉

It's been 13 years since this song won Eurovision, but a lot of people still listens to it 💜

#SingingMarch #MYVtuber https://t.co/PFd9o6M5ED",prompt fairytale alexander rybak one current work progress make special one year since song lot people still listens,1
Mon Mar 07 16:27:53 +0000 2022,Eurovision,108939,152,302,England,"rip this absolute robbery, l'amour à la française remains, to this day, one of the best songs we've ever sent to eurovision and i will not take constructive criticism on this fact https://t.co/7eWrNdGVG5",rip absolute robbery française remains day one best song ever sent take constructive criticism fact,-1
Mon Mar 07 16:27:04 +0000 2022,Eurovision,36568,2471,597,England,"First of all calling it ‘gay christmas’ on national radio ostracises most of your listeners so you’ve lost before you’ve begun trying. The entire BBC Eurovision team needs switching up, including Scott Mills. Your attitudes are outdated. https://t.co/Ym2dSt9jcO",first calling gay christmas national radio ostracises listener lost begun trying entire bbc team need switching including scott mill attitude outdated,-1
Mon Mar 07 16:26:06 +0000 2022,Eurovision,22127,783,856,England,"@michaeldweiss Now this is an entry I would like to see in @Eurovision Song Contest.
12 points from Poland, for sure!",entry would like see song contest point poland sure,1
Mon Mar 07 16:44:51 +0000 2022,Eurovision,711,8467,236,England,"🎤🔥 #Eurovision2022 is happening soon! Who do you think will win? 

Hop on to #IBY to make your bets official  👉 https://t.co/KwMeDqhdw8 

#eurovision $IBY #iBetYou #blockchain #defi #GameFi https://t.co/e6kDAr8iEt",happening soon think win hop make bet official iby,1
Mon Mar 07 16:54:43 +0000 2022,Eurovision,339,35,88,England,"“What will happen to the national currency in an independent Wales? How will the economy be managed?” 

“We can’t talk about that because it’s too political. But we might get a bank holiday for St David’s day and our own Eurovision slot”",happen national currency independent wale economy managed talk political might get bank david day slot,-1
Mon Mar 07 16:45:27 +0000 2022,Eurovision,9514,131,547,Germany,@MalteseOnion @escvazhil They were given an opportunity to sing in front of an audience and eurovision fans who followed them online. I do not think it was a waste of time. They knew Emma was going to win.,given opportunity sing front audience fan followed online think waste time knew emma going win,-1
Mon Mar 07 17:12:30 +0000 2022,Eurovision,1250,239,317,England,@nacho_s_miranda Absolutely! Not everyone is going to like the song and that’s fine…that’s Eurovision! But the hate I’ve been towards to the UK and Sam isn’t right,absolutely everyone going like song hate towards sam right,-1
Mon Mar 07 17:09:07 +0000 2022,Eurovision,27367,124,77,England,"@scott_mills @Chris_Stark @bbceurovision @BBCR1 Please don't use Spaceman, it's a sure fire ESC loser. We are more or less guaranteed a last 5 placing with it. Will the BBC never learn how to win at Eurovision??",please use spaceman sure fire esc loser guaranteed last placing bbc never learn win,-1
Mon Mar 07 17:03:42 +0000 2022,Eurovision,24312,1356,326,Italy,@grace_is_sugoi let’s just hope he wrote down that eurovision is on may 14th and he remembers not to book anything else for that day,let hope wrote may remembers book anything else day,0
Mon Mar 07 17:00:48 +0000 2022,Eurovision,20090,14395,5057,France,"Greece: Amanda Tenfjord will premiere her Eurovision entry on 10 March 
https://t.co/doouKoJ6Aj #AmandaTenjford #eurovision #greece",greece amanda tenfjord premiere entry march,0
Mon Mar 07 17:25:36 +0000 2022,Eurovision,64828,872,628,France,Done pretending the song is bad it's one of the better songs at eurovision this year  https://t.co/mCbUPuqNMn,done pretending song bad one better song year,1
Mon Mar 07 17:18:50 +0000 2022,Eurovision,4023,741,907,Spain,"@_RyanBooth That's life, really, not just Eurovision. At the end of the day, how can you be so upset about a contest entry? So toxic. People should sort out their priorities.",life really end day upset contest entry toxic people sort priority,-1
Mon Mar 07 17:18:12 +0000 2022,Eurovision,8712,1609,1504,Netherlands,"my eurovision winners since 2010, do we share any winners?

🇷🇺 Lost and Forgotten
🇩🇰 New Tomorrow
🇸🇪 Euphoria
🇳🇴 I Feed You My Love
🇳🇱 Calm After The Storm
🇳🇴 A Monster Like Me
🇱🇹 IBWFTN
🇭🇺 Origo
🇦🇱 Mall
🇳🇱 Arcade
🇧🇬 Tears Getting Sober
🇫🇷 Voila
🇳🇱 De Diepte",winner since share winner lost forgotten new tomorrow euphoria feed love calm storm monster like ibwftn origo mall arcade tear getting sober voila diepte,-1
Mon Mar 07 17:15:49 +0000 2022,Eurovision,22364,953,217,Poland,"My Ranking:
1. Sheldon Riley - Not the Same
2. Andrew Lambrou - Electrify
3. Jude York - I Won't Need to Dream
4. Isaiah Firebrace &amp; Evie Irie - When I'm With You
5. Jaguar Jonze - Little Fires
6. Voyager - Dreamer
#Australia #Eurovision
(1/2)",ranking sheldon riley andrew lambrou electrify jude york need dream isaiah firebrace amp evie irie jaguar jonze little fire voyager dreamer,0
